pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020-07-28	Multiperspective-Automotive-Labeling	IEEE	This paper is about a new way to generate datasets for neural networks.	L. Jacobs, A. Kodumuri, J. James, S. Park and Y. Kim, "Multiperspective Automotive Labeling," 2020 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW), New Orleans, LA, USA, 2020, pp. 927-936, doi: 10.1109/IPDPSW50202.2020.00155.	https://ieeexplore.ieee.org/document/9150365/ https://akod0883.github.io/files/Multi_perspective_Automotive_Labeling.pdf
